0.00	1.63
1.00	1.77
2.00	1.93
3.00	2.10
4.00	2.31
5.00	2.61
6.00	3.30
6.25	4.09
6.30	7.28
6.35	10.47
6.60	11.24
7.00	11.60
8.00	11.96
9.00	12.13
10.00	12.25
20.00	12.63
30.00	12.74
40.00	12.80
50.00	12.83




















