0.00	2.77
0.20	2.82
0.50	2.90
0.75	3.06
1.00	3.33
1.20	3.66
1.50	6.06
1.70	6.49
2.00	7.00
2.20	7.25
2.45	7.57
2.75	9.56
3.00	10.51
3.20	10.85
3.50	11.06

