0.00	2.37
0.25	2.39
0.55	2.42
0.75	2.45
1.00	2.49
1.20	2.52
1.50	2.58
1.75	2.64
2.00	2.71
2.25	2.80
2.40	2.86
2.60	2.96
7.80	3.17
8.10	3.66
8.40	5.63
8.65	6.12
8.95	6.39
9.15	6.55
9.45	6.74
9.80	6.91
10.05	7.03
10.30	7.17
10.60	7.34
10.90	7.54
11.10	7.73
11.40	8.13
11.65	9.07
11.95	10.49
12.15	10.80
12.40	10.95
12.60	11.09
12.90	11.22
13.10	11.29
13.40	11.38

